Keyword,Difficulty,Position,"Previous position","Position Serp Features","Search vol.","Search intent","SERP features",Competition,CPC,URL,Traffic,"Traffic share","Traffic cost"
"menstruation cup",85,11,13,Reviews,246000,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/bath-body/feminine-hygiene/menstrual-cups/c/9475,1586,0.03,31.73
"kajal eye",63,3,2,,18100,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",0.99,0.05,https://www.nykaa.com/makeup/eyes/kajal/c/687,1584,0.03,79.2
"dyson airwrap",74,7,,"Reviews, Image",110000,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/dyson-airwrap-multi-styler-prussian-blue-copper-long/p/7230083,1580,0.03,63.21
"venus razor for women",76,2,2,,12100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/brands/gillette-venus/c/3675,1579,0.03,15.8
"schwarzkopf shampoo",69,2,2,,18100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/brands/schwarzkopf-professional/c/6532,1572,0.03,62.88
"eye patches",72,2,2,,18100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/skin/eye-care/eye-masks/c/8406,1572,0.03,31.44
"bliss club",85,4,4,Image,60500,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/brands/blissclub/c/25644,1571,0.03,94.29
"beauty product",67,1,2,Image,18100,C,"Reviews, Video, Images, Bottom Ads, Shopping results, Related searches, Image",0.78,0.09,https://www.nykaa.com/,1570,0.03,141.36
"kajal nude",70,2,,,12100,I,Reviews,0,0,https://www.nykaa.com/dp/nude-eyeliner,1568,0.03,0
caratlane,83,19,90,,450000,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",1,0.14,https://www.nykaa.com/brands/shaya-by-caratlane/c/10566,1559,0.03,218.29
"face scrub",56,2,3,,33100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,1558,0.03,31.18
"skin care products",61,3,1,Image,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.98,0.16,https://www.nykaa.com/skin/c/8377,1552,0.03,248.45
"serum for hair",69,2,3,Reviews,10800,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.08,https://www.nykaa.com/hair-care/hair/hair-serum/c/320,1552,0.03,124.22
"hair removal cream",70,5,5,,74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/bath-body/female-grooming/hair-removal-creams/c/25324,1551,0.03,15.52
"facial kit",62,5,6,,74000,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/skin/kits-combos/facial-kits/c/8436,1551,0.03,15.52
"the derma co",80,3,4,,60500,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, See results about, Related searches, Image",1,0.22,https://www.nykaa.com/brands/the-derma-co/c/16118,1549,0.03,340.9
exfoliating,74,4,3,Image,49500,I,"Featured snippets, Reviews, Video, People also ask, Knowledge graph, Related searches, Image",0.46,0.01,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,1546,0.03,15.47
"nail paints",63,2,2,,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.96,0.01,https://www.nykaa.com/makeup/nails/nail-polish/c/255,1539,0.03,15.4
"burberry perfume",59,3,4,Reviews,33100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/luxe/brands/burberry/c/1772,1539,0.03,15.4
"how to remove tan from face",73,5,3,,60500,I,"Featured snippets, Reviews, Video, People also ask, Related searches",0.07,0.01,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,1538,0.03,15.38
"best moisturizers for oily skin",82,4,2,Image,49500,C,"Reviews, Video, People also ask, Images, Shopping results, Image",1,0.01,https://www.nykaa.com/dp/fragrance-free-moisturizers-for-oily-skin,1533,0.03,15.33
"best hair colour for women",77,2,3,Reviews,18100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/dp/hair-color-for-women,1516,0.03,15.17
eyelashes,64,4,3,,49500,"L, C","Local pack, Reviews, People also ask, Images, Shopping results, Related searches, Image",0.93,0.02,https://www.nykaa.com/makeup/eyes/false-eyelashes/c/247,1511,0.03,30.23
"face scrub for women",44,2,2,,9900,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/cleansers/scrubs-exfoliators/c/8381,1508,0.03,30.17
"glutathione tablets",68,7,8,Image,90500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/wellness/beauty-supplements/glutathione/c/18550,1503,0.03,60.14
kajal,84,22,,"Reviews, Image",450000,I,"Reviews, Video, Knowledge graph, Related searches, Image",0.01,0.02,https://www.nykaa.com/lakme-eyeconic-kajal-twin-pack/p/3982605,1500,0.03,30.02
natures,57,1,1,,9900,C,"Reviews, Video, Top stories, Images, Shopping results, Related searches, Image",0.02,0.06,https://www.nykaa.com/brands/nature-s-essence/c/1805,1495,0.03,89.76
"face wash for dry skin",63,3,1,,33100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.14,https://www.nykaa.com/skin-type-collection/best-face-wash-for-dry-skin-online-sale/c/6185,1493,0.03,209.12
"sulphate free shampoo",59,5,5,Image,49500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/sulfate-free-shampoo,1486,0.03,29.73
"himalaya face wash",75,7,5,,135000,C,"Reviews, Video, People also ask, Images, Shopping results, See results about, Related searches, Image",0.99,0.02,https://www.nykaa.com/dp/himalaya-face-wash,1480,0.03,29.61
"best body lotion for dry skin",58,1,1,,9900,C,"Reviews, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/bath-body/body-care/body-lotions-moisturizers/c/371,1480,0.03,29.61
moisturizer,60,7,4,,165000,C,"Reviews, People also ask, Images, Knowledge graph, Shopping results, Related searches, Image",0.97,0.05,https://www.nykaa.com/skin/moisturizers/face-moisturizer-day-cream/c/8394,1479,0.03,73.97
"vaseline gluta hya",73,3,2,"Reviews, Image",22200,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/vaseline-gluta-hya-dewy-radiance/p/10415549,1474,0.03,29.49
"love beauty and planet shampoo",61,5,6,,49500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/brands/love-beauty-planet/c/11496,1469,0.03,58.79
"khadi natural",78,3,3,,40500,C,"Reviews, Sitelinks, Video, People also ask, Top Ads, Shopping results, Related searches, Image",0.91,0.05,https://www.nykaa.com/brands/khadi-natural/c/621,1467,0.03,73.4
derma,74,3,4,,40500,C,"Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.99,0.31,https://www.nykaa.com/brands/the-derma-co/c/16118,1466,0.03,454.68
"cosrx snail mucin essence",60,2,2,Reviews,12100,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches",1,0.08,https://www.nykaa.com/cosrx-advanced-snail-96-mucin-power-essence/p/757628,1466,0.03,117.34
giva,83,13,23,Image,368000,C,"Reviews, Sitelinks, Video, People also ask, Images, Top Ads, Shopping results, Related searches, Image",1,0.1,https://www.nykaa.com/brands/giva/c/14070,1465,0.03,146.59
"serum for oily skin",46,2,4,,9900,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/serum-for-oily-skin,1458,0.03,29.16
"serum for dry skin",45,2,1,Reviews,9900,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.06,https://www.nykaa.com/dp/serum-for-dry-skin,1458,0.03,87.49
facewash,65,2,1,,12100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/skin/cleansers/face-wash/c/8379,1457,0.03,43.74
"shampoo for oily scalp",55,2,4,,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/shampoo-for-oily-hair,1455,0.03,29.11
"himalaya products",73,3,5,Image,18100,"I, N","Reviews, Sitelinks, Video, People also ask, Top Ads, Related searches, Image",0.88,0.02,https://www.nykaa.com/brands/himalaya-herbals/c/680,1454,0.03,29.09
"watches for girls",67,14,14,,368000,C,"Reviews, Video, Shopping results, Related searches, Image",0,0,https://www.nykaa.com/jewellery-accessories/watches/women-s-watches/c/11397,1442,0.03,0
"clean and clear face wash",68,6,4,,74000,C,"Reviews, People also ask, Shopping results, Related searches",0.98,0.01,https://www.nykaa.com/dp/clean-and-clear-face-wash,1431,0.03,14.32
"glycolic acid toner",48,2,1,Reviews,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches",1,0.02,https://www.nykaa.com/the-ordinary-glycolic-acid-7percent-exfoliating-solution/p/13025179,1423,0.03,28.47
"makeup fixer spray",48,2,2,,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/makeup/face/setting-spray/c/6761,1423,0.03,28.47
"loreal xtenso shampoo",67,3,3,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/l-oreal-professionnel-x-tenso-care-shampoo/p/10500,1420,0.03,42.61
"lip scrub",48,2,2,,18100,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/lip-care/lip-scrubs/c/8410,1418,0.03,28.36
"nykaa customer care",72,3,4,,18100,I,"Featured snippets, Reviews, People also ask, Related searches",0,0,https://support.nykaa.com/submit-request.php,1418,0.03,0
"eye kajal",66,2,3,,18100,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.05,https://www.nykaa.com/makeup/eyes/kajal/c/687,1418,0.03,70.93
"lacto calamine",72,5,5,,90500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.97,0.02,https://www.nykaa.com/brands/lacto-calamine/c/706,1416,0.03,28.32
"ponds face wash",70,6,3,Image,90500,C,"Reviews, Video, People also ask, Images, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/dp/ponds-face-wash,1416,0.03,28.32
bata,85,25,27,,450000,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Knowledge graph, Top Ads, Shopping results, Related searches, Image",0.63,0.01,https://www.nykaa.com/brands/bata/c/24339,1413,0.03,14.13
"facial mask",68,7,3,Reviews,110000,C,"Reviews, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/skin/masks/sheet-masks/c/8401,1409,0.03,28.2
"my muse",79,3,4,Image,40500,C,"Reviews, Sitelinks, Video, Top Ads, Shopping results, Related searches, Image",1,0.17,https://www.nykaa.com/brands/mymuse/c/29917,1402,0.03,238.35
"best hair colour for men",50,1,1,Reviews,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/dp/hair-color-for-men,1397,0.03,13.97
"hair removal cream for women",56,2,2,Reviews,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",0.99,0.02,https://www.nykaa.com/bath-body/female-grooming/hair-removal-creams/c/25324,1397,0.03,27.95
"face toner",73,2,3,Reviews,14800,C,"Reviews, People also ask, Images, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/skin/toners-mists/c/8391,1395,0.03,27.92
"sugar pop",74,3,3,,33100,"I, N","Reviews, Sitelinks, Video, People also ask, See results about, Related searches, Image",0.95,0.07,https://www.nykaa.com/brands/sugar-pop/c/24540,1395,0.03,97.66
dr.sheth,83,3,2,Image,12100,"L, C","Local pack, Reviews, Sitelinks, Video, People also ask, Knowledge graph, Shopping results, Image",1,0.19,https://www.nykaa.com/brands/dr-sheth-s/c/6123,1394,0.03,264.91
"facial oil",57,2,1,,12100,C,"Reviews, Video, People also ask, Shopping results, See results about, Related searches, Image",1,0.05,https://www.nykaa.com/skin/moisturizers/face-oils/c/8396,1392,0.03,69.63
"best shampoo",76,3,2,Image,18100,C,"Reviews, Video, People also ask, Shopping results, Videos Block, Related searches, Image",1,0.11,https://www.nykaa.com/hair-care/hair/shampoo/c/316,1386,0.03,152.56
"bioderma moisturizer",64,3,4,"Reviews, Image",18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bioderma-atoderm-creme-ultra-nourishing-face-body-daily-care-normal-to-dry-skin/p/7483932,1386,0.03,27.74
"women's perfume",55,3,4,,18100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/fragrance/women/perfumes-edt-edp/c/962,1386,0.03,27.74
"nail art design",93,9,9,Image,165000,I,"Reviews, Video, Related searches, Image",0.05,0.24,https://www.nykaa.com/beauty-blog/nail-art-designs-for-your-next-manicure/,1385,0.03,332.54
"puma shoes",80,27,25,,450000,C,"Reviews, Sitelinks, Video, Knowledge graph, Top Ads, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/brands/puma/c/7120,1384,0.03,13.84
"skin tan removal home remedies",57,1,1,,4400,I,"Reviews, Video, People also ask, Related searches",0.05,0.01,https://www.nykaa.com/beauty-blog/how-to-remove-tan-using-simple-home-remedies/,1380,0.03,13.81
whisper,81,7,6,,110000,I,"Reviews, Video, Knowledge graph, Related searches",0.24,0.02,https://www.nykaa.com/brands/whisper/c/1186,1377,0.03,27.55
"davidoff cool water",71,6,6,Image,60500,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/luxe/brands/davidoff/c/1173,1376,0.03,27.52
"best moisturizer for dry skin",71,4,2,,49500,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/dp/paraben-free-moisturizers-for-dry-skin,1376,0.03,27.53
"best moisturizer for oily skin",76,5,3,Image,49500,C,"Reviews, People also ask, Shopping results, Related searches, Image",1,0.01,https://www.nykaa.com/dp/fragrance-free-moisturizers-for-oily-skin,1376,0.03,13.77
"body scrub for women",41,2,3,,9900,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/bath-body/bath-and-shower/body-scrubs-exfoliants/c/369,1367,0.03,27.35
vicks,82,4,3,Image,49500,"I, N","Sitelinks, Video, People also ask, Related searches, Image",0.05,0.02,https://www.nykaa.com/brands/vicks/c/13499,1354,0.03,27.1
"makeup box",73,6,7,,60500,C,"Reviews, Video, Shopping results, Related searches, Image",0.99,0.01,https://www.nykaa.com/bags/makeup-pouches-and-vanity-kits/c/4397,1352,0.03,13.52
"kayali perfume",83,2,1,,12100,C,"Reviews, Video, People also ask, Bottom Ads, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/luxe/brands/kayali/c/13466,1350,0.03,40.52
"carolina herrera good girl",54,2,2,"Reviews, Image",8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/carolina-herrera-good-girl-eau-de-parfum/p/177096,1347,0.03,40.41
"snail mucin essence",43,2,2,"Reviews, Image",8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.04,https://www.nykaa.com/cosrx-advanced-snail-96-mucin-power-essence/p/757628,1347,0.03,53.88
"kay beauty foundation",62,1,2,"Reviews, Image",8100,C,"Reviews, Video, People also ask, Shopping results, Related searches, Image",1,0.03,https://www.nykaa.com/kay-beauty-hydrating-foundation/p/1229442,1347,0.03,40.41
"oil in hair",80,6,5,,74000,I,"Featured snippets, Reviews, Video, People also ask, Related searches",1,0.06,https://www.nykaa.com/hair-care/hair/hair-oil/c/2040,1347,0.03,80.87
himalaya,80,17,14,Image,368000,"I, N","Reviews, Sitelinks, Video, People also ask, See results about, Related searches, Image",0.06,0.07,https://www.nykaa.com/brands/himalaya-herbals/c/680,1346,0.03,94.26
scrunchie,76,6,6,,90500,C,"Reviews, Video, People also ask, Knowledge graph, Shopping results, Related searches, Image",0.95,0.02,https://www.nykaa.com/accessories/hair-accessories/hair-ties-scrunchies/c/20623,1335,0.03,26.72
"extensions for hair",72,5,6,,60500,C,"Reviews, Video, People also ask, Images, Bottom Ads, Shopping results, Related searches, Image",1,0.02,https://www.nykaa.com/hair-care/tools-and-accessories/hair-extensions/c/2049,1333,0.03,26.68
"bvlgari perfume",82,3,5,,22200,"L, C","Reviews, Sitelinks, Video, People also ask, Shopping results, GMB, Related searches, Image",1,0.01,https://www.nykaa.com/luxe/brands/bvlgari/c/204,1328,0.03,13.28
काय,92,8,15,"Reviews, Image",165000,I,"Reviews, Video, Images, Related searches, Image",0,0,https://www.nykaa.com/brands/kay-beauty/c/11433,1326,0.03,0
"choker necklace",56,7,7,,110000,C,"Reviews, Shopping results, See results about, Related searches, Image",0.98,0.02,https://www.nykaa.com/jewellery-accessories/necklaces/choker/c/11373,1324,0.03,26.49
"casio watch",65,19,19,,368000,"L, C","Local pack, Reviews, Sitelinks, Video, Shopping results, Related searches, Image",0.97,0.01,https://www.nykaa.com/brands/casio/c/19793,1322,0.03,13.23
